Frequency,Longitude,Latitude
1,-119.6625,49.62089334
1,-119.5875,49.58756
1,-119.5708333,49.57089334
2,-119.5458333,38.69589334
1,-119.5291667,49.48756
2,-119.5041667,50.17089334
1,-119.4958333,50.19589334
1,-119.4458333,34.36256
1,-119.3791667,49.88756
1,-119.3375,46.24589334
1,-119.3041667,50.24589334
1,-119.2375,50.77922667
2,-119.1708333,50.77922667
1,-119.1291667,50.95422667
1,-119.1291667,50.81256
1,-119.1041667,50.78756
2,-119.0791667,50.79589334
1,-119.0208333,50.75422667
2,-118.9875,51.22922667
1,-118.9625,45.87922667
1,-118.9208333,48.01256
2,-118.9041667,45.85422667
2,-118.8791667,34.86256
1,-118.6458333,49.12922667
2,-118.5125,34.02089334
2,-118.4708333,35.14589334
2,-118.4041667,34.37922667
2,-118.3708333,34.10422667
1,-118.3625,34.22089334
2,-118.1958333,48.69589334
1,-118.1625,47.88756
1,-118.1375,48.75422667
1,-118.0708333,48.62089334
2,-117.9375,34.14589334
1,-117.8375,33.92089334
2,-117.7458333,33.50422667
2,-117.6958333,49.09589334
4,-117.6458333,33.44589334
5,-117.5875,33.74589334
1,-117.5541667,47.80422667
1,-117.4958333,34.23756
1,-117.4791667,51.47089334
1,-117.4208333,44.54589334
1,-117.3958333,48.82922667
2,-117.3708333,49.97922667
1,-117.3541667,33.20422667
1,-117.2708333,56.22089334
1,-117.2625,45.97089334
1,-117.2458333,46.04589334
1,-117.1791667,44.26256
1,-117.1625,33.32922667
1,-117.1541667,33.25422667
1,-117.1041667,47.68756
1,-117.0958333,48.22922667
1,-117.0875,32.52089334
1,-117.0375,49.06256
1,-117.0208333,32.48756
1,-116.9875,49.09589334
1,-116.9541667,33.97089334
1,-116.9541667,32.99589334
1,-116.9375,34.09589334
1,-116.9375,49.92089334
1,-116.9125,49.72922667
1,-116.9041667,49.80422667
1,-116.8791667,33.30422667
1,-116.8708333,33.28756
1,-116.8375,45.56256
2,-116.8208333,33.84589334
1,-116.7791667,47.44589334
1,-116.7625,49.14589334
1,-116.6958333,49.32922667
1,-116.5875,33.07922667
1,-116.5541667,48.37922667
1,-116.4791667,48.12922667
1,-116.4208333,48.75422667
1,-116.3708333,48.60422667
1,-116.3625,46.50422667
1,-116.3375,48.65422667
1,-116.3125,48.69589334
1,-116.2458333,46.54589334
1,-116.1708333,46.47922667
1,-116.0458333,46.22089334
1,-115.6208333,46.84589334
2,-114.6375,45.70422667
1,-113.5458333,37.12089334
1,-112.9125,51.57922667
2,-111.6625,40.45422667
1,-111.6541667,40.48756
1,-111.5541667,40.37922667
2,-111.4875,36.93756
1,-110.7458333,43.31256
1,-110.7125,32.37089334
1,-110.5208333,43.27089334
2,-109.9958333,44.49589334
1,-109.9958333,44.49589334
1,-109.6541667,44.87089334
1,-108.8875,39.22089334
2,-108.1625,43.50422667
1,-108.0291667,37.99589334
1,-107.8375,37.42089334
1,-107.0208333,37.25422667
1,-106.8791667,39.24589334
2,-106.8375,40.47922667
1,-105.4625,36.70422667
2,-104.8541667,38.81256
2,-104.8375,38.92089334
1,-103.7791667,44.35422667
2,-97.2375,32.67922667
2,-97.12916667,34.43756
1,-96.94583333,19.56256
2,-96.89583333,32.83756
2,-94.02916667,44.14589334
2,-93.80416667,35.71256
2,-91.37083333,39.72922667
1,-91.3375,14.50422667
2,-91.2125,43.81256
1,-90.85416667,32.39589334
1,-90.60416667,14.52089334
1,-90.52916667,14.55422667
1,-90.49583333,14.57922667
1,-90.4375,38.49589334
1,-90.3875,38.34589334
1,-90.04583333,38.60422667
2,-88.77916667,14.77089334
1,-88.59583333,34.26256
1,-86.72083333,39.72922667
2,-86.52916667,33.23756
1,-85.99583333,13.07922667
2,-85.7625,34.82922667
1,-85.12083333,35.27089334
2,-84.90416667,38.78756
1,-84.50416667,39.10422667
1,-84.4625,39.12922667
1,-84.0875,9.95422667
1,-84.0875,36.22089334
1,-84.07916667,9.937560004
1,-84.00416667,10.07089334
1,-83.94583333,10.14589334
1,-83.87916667,36.30422667
1,-83.8625,38.23756
1,-83.74583333,35.42922667
1,-83.60416667,36.71256
1,-83.50416667,35.72089334
1,-83.2625,36.73756
2,-83.2125,37.28756
1,-83.19583333,37.74589334
1,-83.1125,37.27922667
2,-82.8875,37.59589334
1,-82.82083333,37.12922667
2,-82.7625,37.57922667
1,-82.74583333,35.42089334
1,-82.67083333,36.88756
1,-82.65416667,37.48756
1,-82.59583333,38.07922667
2,-82.59583333,38.35422667
1,-82.57916667,39.55422667
2,-82.55416667,35.58756
2,-82.49583333,37.42922667
1,-82.49583333,37.41256
2,-82.47083333,36.20422667
1,-82.32083333,35.40422667
1,-82.32083333,35.22089334
1,-82.30416667,35.22089334
2,-82.29583333,38.50422667
1,-82.29583333,37.69589334
2,-82.2875,35.45422667
1,-82.27083333,35.62089334
2,-82.24583333,35.65422667
1,-82.24583333,35.42922667
1,-82.14583333,35.74589334
1,-82.07916667,35.72089334
1,-81.82083333,36.13756
1,-81.74583333,36.29589334
1,-81.72916667,38.30422667
1,-81.6125,41.17089334
1,-81.60416667,36.05422667
1,-81.5875,38.22922667
1,-81.5625,36.17089334
1,-81.52083333,36.32922667
1,-81.47916667,36.41256
1,-81.4375,38.42922667
2,-81.42916667,37.41256
1,-81.4125,39.33756
2,-81.32083333,38.18756
2,-81.3125,38.18756
1,-81.29583333,38.16256
1,-81.0125,35.14589334
1,-80.9875,37.44589334
1,-80.97083333,-2.204106663
1,-80.9625,40.34589334
1,-80.92916667,-2.237439996
1,-80.9125,40.08756
1,-80.90416667,-2.229106663
1,-80.89583333,-1.104106663
1,-80.8875,37.77089334
1,-80.87083333,-2.229106663
1,-80.84583333,-2.24577333
1,-80.8125,-1.562439996
1,-80.8125,37.35422667
1,-80.7875,-1.52077333
1,-80.7625,40.09589334
1,-80.74583333,40.10422667
1,-80.7375,40.07089334
2,-80.72083333,38.49589334
1,-80.72083333,-0.94577333
2,-80.70416667,40.10422667
1,-80.69583333,40.77089334
1,-80.64583333,-1.079106663
1,-80.6375,-0.962439996
1,-80.57916667,-1.104106663
1,-80.57916667,-1.079106663
2,-80.57083333,40.21256
1,-80.57083333,-1.404106663
2,-80.5375,-0.862439996
1,-80.5125,-1.504106663
1,-80.47916667,-2.554106663
1,-80.4625,-0.754106663
2,-80.45416667,-1.04577333
2,-80.44583333,38.56256
1,-80.4375,-4.14577333
1,-80.42916667,-0.62077333
1,-80.42083333,-0.99577333
2,-80.4125,38.47922667
1,-80.40416667,-0.604106663
1,-80.40416667,-1.537439996
1,-80.40416667,-0.904106663
1,-80.39583333,-0.537439996
1,-80.37916667,-1.154106663
2,-80.37083333,-1.204106663
2,-80.37083333,-1.204106663
1,-80.3625,-1.07077333
1,-80.34583333,-2.59577333
2,-80.34583333,37.88756
1,-80.2875,-0.812439996
1,-80.2625,-0.204106663
1,-80.2625,-1.137439996
1,-80.24583333,-1.062439996
1,-80.24583333,-2.704106663
1,-80.2375,-0.77077333
1,-80.2375,-1.42077333
1,-80.2375,-3.479106663
1,-80.22916667,-0.787439996
1,-80.2125,-1.39577333
2,-80.2125,-3.479106663
1,-80.20416667,-1.39577333
1,-80.20416667,-1.07077333
1,-80.20416667,-0.94577333
1,-80.20416667,40.52922667
1,-80.19583333,-1.07077333
1,-80.1875,-0.379106663
1,-80.17916667,39.44589334
1,-80.17916667,39.30422667
1,-80.17083333,-0.604106663
2,-80.17083333,-0.704106663
1,-80.1375,-2.92077333
1,-80.12916667,-3.729106663
1,-80.12083333,-0.712439996
2,-80.1125,37.18756
1,-80.1125,-0.712439996
1,-80.10416667,-0.737439996
1,-80.10416667,-4.187439996
1,-80.09583333,-3.554106663
1,-80.0875,0.695893337
1,-80.0875,40.52089334
1,-80.07916667,-2.037439996
1,-80.07916667,40.57089334
1,-80.07083333,-0.62077333
1,-80.0625,0.65422667
1,-80.05416667,-3.554106663
1,-80.04583333,0.062560004
1,-80.04583333,0.00422667
1,-80.04583333,0.487560004
1,-80.04583333,0.812560004
1,-80.0375,37.22922667
1,-80.02916667,-3.962439996
1,-80.02916667,-3.979106663
1,-80.02916667,-3.954106663
1,-80.02916667,-3.979106663
1,-80.02916667,37.09589334
1,-80.02083333,32.85422667
1,-80.02083333,-4.17077333
1,-80.02083333,-3.804106663
1,-80.02083333,-0.94577333
1,-80.02083333,40.43756
1,-80.0125,-4.162439996
1,-80.00416667,0.495893337
1,-80.00416667,40.42922667
1,-79.99583333,-3.27077333
1,-79.99583333,-2.129106663
1,-79.99583333,-3.254106663
1,-79.99583333,40.46256
2,-79.9875,-2.09577333
1,-79.97916667,-2.104106663
1,-79.97083333,-2.179106663
1,-79.97083333,-3.462439996
2,-79.97083333,-2.104106663
1,-79.97083333,-2.104106663
2,-79.97083333,-4.07077333
1,-79.97083333,0.52922667
1,-79.97083333,-1.862439996
3,-79.9625,-2.112439996
1,-79.9625,0.37922667
1,-79.9625,-2.054106663
2,-79.9625,-3.254106663
1,-79.9625,-4.09577333
1,-79.9625,0.32922667
1,-79.9625,40.22089334
1,-79.95416667,-2.162439996
1,-79.95416667,0.270893337
1,-79.95416667,-2.112439996
1,-79.95416667,-2.129106663
1,-79.95416667,-2.104106663
1,-79.95416667,40.24589334
1,-79.94583333,-3.24577333
1,-79.94583333,0.82922667
1,-79.9375,-2.012439996
1,-79.9375,-3.262439996
1,-79.92916667,-3.587439996
1,-79.92916667,-2.14577333
1,-79.92916667,-2.19577333
2,-79.92083333,-0.404106663
2,-79.92083333,0.020893337
1,-79.9125,-2.154106663
1,-79.9125,0.645893337
1,-79.9125,-1.37077333
1,-79.9125,37.23756
1,-79.90416667,-0.404106663
1,-79.90416667,-4.27077333
1,-79.90416667,-0.404106663
1,-79.89583333,0.320893337
1,-79.89583333,-0.412439996
1,-79.89583333,0.85422667
1,-79.89583333,-2.212439996
1,-79.8875,-3.504106663
1,-79.8875,-2.204106663
1,-79.87083333,-3.637439996
1,-79.87083333,-3.49577333
1,-79.87083333,-1.64577333
1,-79.87083333,40.47089334
1,-79.8625,-3.59577333
1,-79.8625,-3.37077333
1,-79.8625,0.820893337
1,-79.85416667,-2.179106663
1,-79.85416667,37.30422667
1,-79.85416667,38.01256
2,-79.84583333,-4.14577333
2,-79.84583333,0.87922667
1,-79.8375,-4.137439996
1,-79.8375,-4.379106663
1,-79.8375,-3.762439996
1,-79.8375,-3.24577333
1,-79.8375,-3.362439996
1,-79.8375,0.870893337
1,-79.8375,-0.42077333
1,-79.8375,40.40422667
1,-79.8375,38.06256
2,-79.82916667,-1.037439996
1,-79.82916667,0.87922667
1,-79.82916667,-3.64577333
1,-79.82916667,40.42089334
1,-79.82916667,43.23756
1,-79.82083333,-1.829106663
1,-79.82083333,-1.704106663
1,-79.82083333,-3.237439996
1,-79.8125,-1.829106663
1,-79.8125,-1.979106663
1,-79.8125,0.887560004
1,-79.80416667,-3.329106663
2,-79.80416667,-3.39577333
1,-79.79583333,0.90422667
2,-79.79583333,-4.354106663
1,-79.79583333,-2.19577333
1,-79.79583333,-3.34577333
1,-79.79583333,-1.637439996
1,-79.79583333,40.51256
1,-79.7875,-3.337439996
1,-79.7875,-4.27077333
1,-79.77916667,-3.454106663
1,-79.77916667,-3.054106663
1,-79.77916667,-3.454106663
1,-79.77916667,-3.879106663
1,-79.77083333,-4.354106663
1,-79.77083333,-4.337439996
1,-79.77083333,-3.112439996
1,-79.77083333,-4.354106663
1,-79.7625,-1.662439996
1,-79.7625,-4.34577333
1,-79.7625,-3.67077333
2,-79.7625,-4.34577333
1,-79.75416667,-4.379106663
1,-79.75416667,-3.837439996
1,-79.75416667,-3.679106663
1,-79.74583333,-4.354106663
1,-79.74583333,-3.679106663
1,-79.74583333,-4.354106663
1,-79.74583333,-3.054106663
1,-79.74583333,-4.354106663
1,-79.7375,-4.029106663
1,-79.7375,0.520893337
1,-79.7375,-3.837439996
1,-79.7375,-1.554106663
1,-79.72916667,-3.662439996
1,-79.72916667,-3.52077333
2,-79.72083333,-3.32077333
1,-79.7125,-3.87077333
1,-79.70416667,-3.67077333
1,-79.70416667,-1.67077333
1,-79.70416667,-2.904106663
1,-79.69583333,0.812560004
1,-79.69583333,-3.662439996
1,-79.69583333,0.820893337
1,-79.6875,-2.09577333
1,-79.6875,-2.979106663
1,-79.6875,-2.59577333
1,-79.67916667,-3.679106663
2,-79.67916667,0.912560004
1,-79.67916667,0.937560004
1,-79.67916667,-1.787439996
1,-79.67083333,0.912560004
1,-79.67083333,0.937560004
1,-79.67083333,0.95422667
1,-79.67083333,-4.287439996
2,-79.67083333,-3.74577333
1,-79.67083333,43.44589334
1,-79.6625,0.920893337
3,-79.6625,0.95422667
1,-79.65416667,-4.312439996
1,-79.65416667,0.97922667
1,-79.64583333,0.945893337
1,-79.64583333,-3.879106663
1,-79.64583333,-3.754106663
1,-79.64583333,-3.587439996
1,-79.64583333,-3.89577333
1,-79.64583333,-1.679106663
2,-79.6375,0.57922667
2,-79.6375,-1.04577333
2,-79.6375,-3.604106663
1,-79.6375,-3.94577333
1,-79.6375,-1.054106663
1,-79.6375,0.57922667
1,-79.62916667,-3.612439996
1,-79.62916667,-3.72077333
1,-79.62083333,0.987560004
1,-79.62083333,-1.029106663
1,-79.60416667,-2.59577333
1,-79.60416667,-3.687439996
2,-79.60416667,0.762560004
1,-79.59583333,-2.154106663
1,-79.59583333,-3.329106663
1,-79.59583333,0.787560004
2,-79.5875,-3.312439996
1,-79.5875,-0.079106663
1,-79.5875,0.75422667
1,-79.5875,-0.312439996
1,-79.57916667,-1.979106663
1,-79.57916667,-2.129106663
1,-79.57916667,-3.312439996
1,-79.57916667,-3.979106663
1,-79.57083333,0.970893337
1,-79.57083333,-4.329106663
1,-79.57083333,0.462560004
1,-79.5625,-4.337439996
1,-79.55416667,-1.89577333
1,-79.55416667,-4.329106663
1,-79.54583333,0.995893337
1,-79.54583333,0.662560004
2,-79.54583333,-1.429106663
1,-79.54583333,0.65422667
1,-79.5375,-4.312439996
1,-79.5375,-2.537439996
1,-79.5375,-3.912439996
1,-79.52916667,0.587560004
1,-79.52916667,-1.554106663
1,-79.52916667,37.32089334
1,-79.52083333,-4.262439996
1,-79.5125,1.012560004
1,-79.50416667,-4.254106663
1,-79.50416667,-1.187439996
1,-79.49583333,-4.37077333
1,-79.49583333,-3.954106663
1,-79.49583333,-1.179106663
1,-79.49583333,9.07922667
1,-79.4875,0.620893337
1,-79.4875,-4.387439996
1,-79.4875,-1.054106663
1,-79.4875,-3.462439996
1,-79.4875,-0.887439996
1,-79.47916667,0.587560004
1,-79.47083333,-1.404106663
1,-79.47083333,-1.77077333
1,-79.47083333,-1.029106663
1,-79.47083333,-1.437439996
2,-79.47083333,-1.57077333
1,-79.47083333,-1.437439996
1,-79.4625,-2.162439996
1,-79.4625,-2.237439996
1,-79.45416667,-0.29577333
1,-79.44583333,-0.512439996
1,-79.44583333,-0.054106663
1,-79.4375,0.795893337
1,-79.4375,-0.99577333
1,-79.42916667,0.937560004
1,-79.42083333,0.412560004
1,-79.4125,-2.754106663
1,-79.4125,-1.887439996
1,-79.40416667,-0.337439996
1,-79.40416667,-1.662439996
1,-79.40416667,0.00422667
1,-79.40416667,-2.754106663
1,-79.40416667,-2.354106663
2,-79.40416667,0.137560004
1,-79.40416667,0.037560004
1,-79.40416667,1.062560004
2,-79.39583333,-2.337439996
2,-79.39583333,-2.762439996
1,-79.39583333,-4.29577333
1,-79.39583333,-2.762439996
1,-79.39583333,1.045893337
1,-79.39583333,0.137560004
1,-79.3875,43.68756
1,-79.37916667,-0.24577333
1,-79.37916667,-3.787439996
1,-79.37916667,-3.77077333
1,-79.37916667,-3.787439996
1,-79.37916667,-2.454106663
1,-79.37083333,-3.779106663
1,-79.37083333,-2.787439996
1,-79.37083333,1.045893337
1,-79.37083333,-1.204106663
1,-79.34583333,-1.987439996
1,-79.34583333,-0.954106663
1,-79.3375,-2.804106663
1,-79.32916667,0.087560004
1,-79.32916667,-2.954106663
1,-79.32916667,-2.12077333
1,-79.3125,-1.22077333
1,-79.30416667,-0.404106663
1,-79.2875,0.10422667
1,-79.2875,-1.787439996
1,-79.27916667,1.045893337
1,-79.27916667,-1.129106663
1,-79.2625,-0.52077333
2,-79.25416667,-4.22077333
1,-79.24583333,-3.787439996
2,-79.22083333,-0.629106663
1,-79.2125,-1.39577333
1,-79.20416667,-3.979106663
1,-79.20416667,-1.77077333
1,-79.20416667,-0.612439996
1,-79.19583333,-4.079106663
2,-79.19583333,-3.97077333
1,-79.19583333,-2.47077333
1,-79.1875,-2.779106663
1,-79.1875,-1.14577333
1,-79.1875,-0.229106663
1,-79.1875,-1.87077333
1,-79.17916667,-0.279106663
1,-79.17916667,-0.262439996
2,-79.17083333,-0.237439996
1,-79.17083333,-0.279106663
1,-79.17083333,-0.229106663
1,-79.1625,0.77922667
1,-79.1625,-0.24577333
1,-79.1625,-3.47077333
2,-79.15416667,-0.262439996
1,-79.15416667,-0.254106663
1,-79.15416667,-4.69577333
1,-79.15416667,-1.79577333
1,-79.15416667,-0.87077333
1,-79.15416667,-1.37077333
1,-79.15416667,-0.262439996
1,-79.14583333,-1.804106663
1,-79.1375,-1.737439996
1,-79.1375,-2.204106663
1,-79.1375,-0.237439996
1,-79.1375,-1.629106663
1,-79.12916667,-4.49577333
2,-79.12916667,-4.72077333
2,-79.12916667,-4.72077333
1,-79.12916667,-4.629106663
1,-79.12916667,-0.229106663
1,-79.12083333,-0.52077333
1,-79.1125,-2.19577333
2,-79.10416667,-0.204106663
1,-79.10416667,-1.59577333
2,-79.10416667,-3.99577333
1,-79.10416667,-3.987439996
1,-79.09583333,-0.204106663
2,-79.09583333,-3.97077333
2,-79.0875,-0.27077333
1,-79.0875,-2.87077333
1,-79.0875,-4.554106663
1,-79.07916667,-3.97077333
1,-79.07083333,-1.879106663
1,-79.0625,-0.287439996
1,-79.0625,-1.887439996
1,-79.05416667,-2.929106663
2,-79.05416667,-1.487439996
1,-79.05416667,-1.19577333
1,-79.05416667,-2.02077333
1,-79.04583333,-3.954106663
1,-79.04583333,-1.612439996
1,-79.0375,-3.954106663
1,-79.0375,-0.312439996
2,-79.02916667,-3.954106663
2,-79.02916667,-2.329106663
1,-79.02083333,-0.204106663
1,-79.02083333,-0.187439996
1,-79.02083333,-0.94577333
2,-79.0125,-4.02077333
1,-79.0125,-1.562439996
1,-79.0125,-4.02077333
1,-79.00416667,-2.862439996
1,-79.00416667,39.00422667
1,-78.99583333,-2.829106663
2,-78.99583333,-0.254106663
2,-78.99583333,-0.079106663
1,-78.99583333,-2.029106663
1,-78.9875,1.245893337
1,-78.97083333,-1.94577333
2,-78.9625,-2.862439996
2,-78.92916667,40.32922667
